0, 1, 1.090296, 0.524788, 0.000000, 0.000000, 0.000000,
0, 51, 0.895790, 0.585999, 0.657984, 0.540753, 0.461596,
0, 101, 0.615550, 0.761223, 0.824914, 0.734554, 0.664297,
0, 151, 0.462757, 0.848103, 0.868000, 0.842231, 0.818727,
0, 201, 0.382130, 0.881035, 0.888869, 0.879756, 0.871104,
0, 251, 0.352485, 0.893806, 0.897879, 0.893111, 0.888532,
0, 301, 0.343661, 0.898956, 0.902236, 0.898147, 0.894214,
0, 351, 0.338536, 0.900220, 0.902006, 0.899866, 0.897797,
0, 401, 0.329899, 0.903654, 0.905117, 0.903649, 0.902226,
0, 451, 0.324052, 0.904477, 0.905759, 0.904470, 0.903224,
0, 501, 0.322583, 0.905092, 0.906110, 0.905122, 0.904163,
0, 551, 0.325925, 0.903712, 0.904658, 0.903783, 0.902934,
0, 601, 0.319721, 0.906241, 0.907776, 0.906174, 0.904627,
0, 651, 0.316736, 0.906832, 0.907961, 0.906844, 0.905763,
0, 673, 0.318924, 0.906925, 0.908056, 0.907080, 0.906134,
1, 1, 0.318706, 0.907343, 0.908435, 0.907407, 0.906412,
1, 51, 0.314952, 0.907389, 0.908463, 0.907486, 0.906540,
1, 101, 0.315555, 0.907354, 0.908767, 0.907307, 0.905891,
1, 151, 0.314878, 0.907145, 0.908419, 0.907201, 0.906018,
1, 201, 0.310970, 0.909233, 0.911511, 0.909160, 0.906888,
1, 251, 0.309986, 0.909198, 0.910581, 0.909095, 0.907653,
1, 301, 0.308738, 0.909419, 0.911515, 0.909669, 0.907885,
1, 351, 0.309412, 0.909326, 0.910975, 0.909534, 0.908140,
1, 401, 0.307922, 0.909291, 0.911106, 0.909327, 0.907607,
1, 451, 0.304936, 0.909744, 0.912199, 0.909703, 0.907294,
1, 501, 0.305814, 0.909616, 0.911446, 0.909931, 0.908465,
1, 551, 0.307810, 0.908154, 0.909752, 0.908250, 0.906795,
1, 601, 0.306543, 0.908781, 0.912214, 0.908623, 0.905172,
1, 651, 0.304636, 0.909512, 0.911209, 0.909514, 0.907873,
1, 673, 0.303662, 0.910150, 0.911788, 0.910145, 0.908558,
2, 1, 0.303656, 0.910300, 0.912011, 0.910267, 0.908581,
2, 51, 0.303694, 0.908897, 0.910799, 0.908993, 0.907247,
2, 101, 0.301713, 0.909651, 0.912296, 0.909714, 0.907224,
2, 151, 0.299953, 0.910138, 0.911676, 0.910251, 0.908871,
2, 201, 0.299478, 0.910184, 0.912346, 0.910309, 0.908337,
2, 251, 0.296009, 0.911205, 0.913352, 0.911339, 0.909392,
2, 301, 0.297890, 0.909662, 0.912398, 0.910044, 0.907769,
2, 351, 0.296365, 0.911043, 0.913230, 0.911220, 0.909276,
2, 401, 0.297609, 0.909883, 0.912768, 0.909768, 0.906876,
2, 451, 0.292520, 0.911240, 0.914558, 0.911513, 0.908581,
2, 501, 0.293132, 0.910892, 0.913366, 0.911232, 0.909172,
2, 551, 0.295041, 0.910532, 0.912074, 0.910635, 0.909242,
2, 601, 0.294332, 0.910799, 0.915163, 0.910935, 0.906876,
2, 651, 0.292193, 0.911692, 0.914470, 0.911889, 0.909404,
2, 673, 0.292334, 0.911646, 0.915178, 0.911840, 0.908627,
3, 1, 0.292763, 0.911727, 0.915667, 0.912150, 0.908766,
3, 51, 0.291513, 0.910358, 0.912880, 0.910729, 0.908650,
3, 101, 0.290193, 0.911658, 0.915622, 0.911859, 0.908233,
3, 151, 0.288685, 0.911008, 0.913434, 0.911272, 0.909184,
3, 201, 0.287452, 0.911530, 0.915423, 0.911801, 0.908314,
3, 251, 0.284703, 0.912052, 0.914592, 0.912402, 0.910285,
3, 301, 0.284986, 0.912284, 0.915391, 0.912432, 0.909578,
3, 351, 0.284222, 0.912934, 0.915706, 0.913236, 0.910853,
3, 401, 0.285106, 0.911553, 0.914860, 0.911638, 0.908534,
3, 451, 0.280841, 0.913270, 0.918448, 0.913503, 0.908755,
3, 501, 0.280773, 0.912493, 0.917007, 0.913132, 0.909404,
3, 551, 0.283794, 0.911681, 0.914126, 0.912031, 0.910007,
3, 601, 0.281102, 0.913235, 0.918727, 0.912869, 0.907259,
3, 651, 0.282126, 0.912818, 0.916058, 0.913008, 0.910077,
3, 673, 0.276904, 0.913966, 0.918452, 0.914405, 0.910517,
4, 1, 0.276855, 0.914279, 0.918891, 0.914507, 0.910297,
4, 51, 0.275954, 0.913653, 0.917314, 0.913839, 0.910494,
4, 101, 0.279603, 0.912388, 0.917064, 0.912418, 0.907955,
4, 151, 0.274653, 0.913653, 0.916695, 0.913809, 0.911027,
4, 201, 0.273992, 0.914221, 0.919979, 0.914368, 0.908987,
4, 251, 0.271924, 0.913351, 0.916508, 0.913521, 0.910645,
4, 301, 0.275742, 0.912876, 0.917839, 0.913239, 0.908813,
4, 351, 0.271155, 0.914279, 0.917080, 0.914503, 0.912013,
4, 401, 0.271158, 0.914267, 0.919065, 0.914594, 0.910297,
4, 451, 0.269713, 0.913931, 0.919776, 0.914078, 0.908615,
4, 501, 0.267248, 0.914430, 0.919758, 0.914918, 0.910274,
4, 551, 0.270269, 0.913142, 0.916290, 0.913621, 0.911051,
4, 601, 0.267407, 0.915497, 0.921600, 0.915710, 0.910077,
4, 651, 0.269378, 0.914012, 0.917724, 0.914318, 0.911039,
4, 673, 0.265134, 0.914859, 0.920081, 0.915259, 0.910633,
