0, 1, 1.091969, 0.408134, 0.000000, 0.000000, 0.000000,
0, 51, 0.914215, 0.545252, 0.622222, 0.502469, 0.423865,
0, 101, 0.522665, 0.813473, 0.844764, 0.804004, 0.768171,
0, 151, 0.426395, 0.869460, 0.886941, 0.863535, 0.842030,
0, 201, 0.353709, 0.896854, 0.903959, 0.895607, 0.887666,
0, 251, 0.332225, 0.904983, 0.909624, 0.904183, 0.898973,
0, 301, 0.319395, 0.911433, 0.914110, 0.910636, 0.907300,
0, 351, 0.316936, 0.910901, 0.913106, 0.910583, 0.908153,
0, 401, 0.309617, 0.913285, 0.914670, 0.912920, 0.911230,
0, 451, 0.303506, 0.915555, 0.916877, 0.915226, 0.913634,
0, 501, 0.303217, 0.915875, 0.916790, 0.915790, 0.914826,
0, 551, 0.298705, 0.917651, 0.919246, 0.917217, 0.915262,
0, 601, 0.297730, 0.918248, 0.919925, 0.918223, 0.916582,
0, 651, 0.299298, 0.915914, 0.917919, 0.916004, 0.914159,
0, 701, 0.294610, 0.918062, 0.919693, 0.917897, 0.916166,
0, 751, 0.295671, 0.918812, 0.920022, 0.918598, 0.917223,
0, 801, 0.290356, 0.918863, 0.920510, 0.918857, 0.917262,
0, 851, 0.289643, 0.919491, 0.920816, 0.919490, 0.918211,
0, 901, 0.292655, 0.917036, 0.918514, 0.917023, 0.915582,
0, 951, 0.288294, 0.919818, 0.920825, 0.919426, 0.918076,
0, 1001, 0.286089, 0.920017, 0.921445, 0.919916, 0.918441,
0, 1051, 0.284803, 0.921908, 0.923998, 0.921703, 0.919493,
0, 1101, 0.284885, 0.920459, 0.922479, 0.920642, 0.918871,
0, 1151, 0.283707, 0.921293, 0.923169, 0.921330, 0.919557,
0, 1201, 0.287268, 0.918715, 0.920490, 0.918510, 0.916602,
0, 1218, 0.285204, 0.920780, 0.922624, 0.920864, 0.919166,
1, 1, 0.283926, 0.921004, 0.923055, 0.921130, 0.919275,
1, 51, 0.281551, 0.922088, 0.923445, 0.922034, 0.920672,
1, 101, 0.281824, 0.921434, 0.922991, 0.921314, 0.919698,
1, 151, 0.279785, 0.922120, 0.924624, 0.922246, 0.919954,
1, 201, 0.281078, 0.920902, 0.922722, 0.920956, 0.919255,
1, 251, 0.280540, 0.921273, 0.923517, 0.921133, 0.918839,
1, 301, 0.278977, 0.921376, 0.923340, 0.920998, 0.918743,
1, 351, 0.276550, 0.921895, 0.924030, 0.921838, 0.919723,
1, 401, 0.274163, 0.922799, 0.925376, 0.923013, 0.920736,
1, 451, 0.276113, 0.921479, 0.923444, 0.921864, 0.920339,
1, 501, 0.273775, 0.921709, 0.923751, 0.921855, 0.920025,
1, 551, 0.269984, 0.923581, 0.926007, 0.923818, 0.921711,
1, 601, 0.273729, 0.922831, 0.925202, 0.922996, 0.920871,
1, 651, 0.273371, 0.922043, 0.923688, 0.922011, 0.920397,
1, 701, 0.268816, 0.924139, 0.926592, 0.924110, 0.921723,
1, 751, 0.270311, 0.923408, 0.925571, 0.923447, 0.921403,
1, 801, 0.266383, 0.924582, 0.927138, 0.924479, 0.921922,
1, 851, 0.267410, 0.924344, 0.926226, 0.924220, 0.922288,
1, 901, 0.270419, 0.921741, 0.923476, 0.921708, 0.920006,
1, 951, 0.266596, 0.923774, 0.925947, 0.923890, 0.921909,
1, 1001, 0.265567, 0.923940, 0.926943, 0.924170, 0.921506,
1, 1051, 0.263331, 0.926056, 0.929558, 0.925906, 0.922397,
1, 1101, 0.261889, 0.925274, 0.927973, 0.925363, 0.922852,
